Sp,Estado,Diametro,
Menticirrhus ophicephalus,CA,126.124735,
Menticirrhus ophicephalus,CA,114.3246614,
Menticirrhus ophicephalus,CA,121.4212302,
Menticirrhus ophicephalus,CA,98.67595334,
Menticirrhus ophicephalus,CA,118.3285514,
Menticirrhus ophicephalus,CA,136.3519508,
Menticirrhus ophicephalus,CA,117.6122849,
Menticirrhus ophicephalus,CA,115.9365945,
Menticirrhus ophicephalus,CA,97.65858882,
Menticirrhus ophicephalus,CA,105.7943452,
Menticirrhus ophicephalus,CA,113.5585978,
Menticirrhus ophicephalus,CA,110.3515127,
Menticirrhus ophicephalus,CA,124.1734362,
Menticirrhus ophicephalus,CA,121.3391826,
Menticirrhus ophicephalus,CA,114.6877577,
Menticirrhus ophicephalus,CA,127.0837262,
Menticirrhus ophicephalus,CA,117.3670898,
Menticirrhus ophicephalus,CA,112.4618635,
Menticirrhus ophicephalus,CA,109.4800847,
Menticirrhus ophicephalus,CA,118.891699,
Menticirrhus ophicephalus,CA,109.453326,
Menticirrhus ophicephalus,CA,121.0811621,
Menticirrhus ophicephalus,CA,116.7085446,
Menticirrhus ophicephalus,CA,125.7920152,
Menticirrhus ophicephalus,CA,121.1859039,
Menticirrhus ophicephalus,CA,121.6577439,
Menticirrhus ophicephalus,CA,110.0078883,
Menticirrhus ophicephalus,CA,109.9790269,
Menticirrhus ophicephalus,CA,114.1197454,
Menticirrhus ophicephalus,Vtg1,147.1349557,
Menticirrhus ophicephalus,Vtg1,127.8128734,
Menticirrhus ophicephalus,Vtg1,149.9138594,
Menticirrhus ophicephalus,Vtg1,125.4534264,
Menticirrhus ophicephalus,Vtg1,145.9751804,
Menticirrhus ophicephalus,Vtg1,136.495328,
Menticirrhus ophicephalus,Vtg1,139.6375148,
Menticirrhus ophicephalus,Vtg1,165.785535,
Menticirrhus ophicephalus,Vtg1,137.7275339,
Menticirrhus ophicephalus,Vtg1,148.4957295,
Menticirrhus ophicephalus,Vtg1,126.7775885,
Menticirrhus ophicephalus,Vtg1,125.4631783,
Menticirrhus ophicephalus,Vtg1,161.6573918,
Menticirrhus ophicephalus,Vtg1,162.4692441,
Menticirrhus ophicephalus,Vtg1,142.8694473,
Menticirrhus ophicephalus,Vtg1,136.9287427,
Menticirrhus ophicephalus,Vtg1,143.2698497,
Menticirrhus ophicephalus,Vtg1,152.8040488,
Menticirrhus ophicephalus,Vtg1,174.5200336,
Menticirrhus ophicephalus,Vtg1,143.0337577,
Menticirrhus ophicephalus,Vtg1,165.6280904,
Menticirrhus ophicephalus,Vtg1,162.5003282,
Menticirrhus ophicephalus,Vtg1,148.5101221,
Menticirrhus ophicephalus,Vtg1,165.4333717,
Menticirrhus ophicephalus,Vtg1,138.1026443,
Menticirrhus ophicephalus,Vtg1,127.7765057,
Menticirrhus ophicephalus,Vtg1,118.1648439,
Menticirrhus ophicephalus,Vtg1,160.202554,
Menticirrhus ophicephalus,Vtg1,114.2703017,
Menticirrhus ophicephalus,Vtg1,127.2555587,
Menticirrhus ophicephalus,Vtg1,166.9906879,
Menticirrhus ophicephalus,Vtg1,156.3711677,
Menticirrhus ophicephalus,Vtg1,151.3482625,
Menticirrhus ophicephalus,Vtg1,127.4147731,
Menticirrhus ophicephalus,Vtg1,181.1810358,
Menticirrhus ophicephalus,Vtg1,129.3292081,
Menticirrhus ophicephalus,Vtg1,129.8442847,
Menticirrhus ophicephalus,Vtg1,153.3649031,
Menticirrhus ophicephalus,Vtg1,145.8084821,
Menticirrhus ophicephalus,Vtg1,138.0839239,
Menticirrhus ophicephalus,Vtg1,128.036302,
Menticirrhus ophicephalus,Vtg1,125.8879859,
Menticirrhus ophicephalus,Vtg1,135.6742172,
Menticirrhus ophicephalus,Vtg1,122.9886029,
Menticirrhus ophicephalus,Vtg1,144.2219797,
Menticirrhus ophicephalus,Vtg1,151.5623739,
Menticirrhus ophicephalus,Vtg1,122.3379125,
Menticirrhus ophicephalus,Vtg1,155.895141,
Menticirrhus ophicephalus,Vtg1,156.5441846,
Menticirrhus ophicephalus,Vtg1,145.941674,
Menticirrhus ophicephalus,Vtg2,143.7349003,
Menticirrhus ophicephalus,Vtg2,171.9759123,
Menticirrhus ophicephalus,Vtg2,202.5232618,
Menticirrhus ophicephalus,Vtg2,231.0426782,
Menticirrhus ophicephalus,Vtg2,223.0972086,
Menticirrhus ophicephalus,Vtg2,197.6824136,
Menticirrhus ophicephalus,Vtg2,133.0400417,
Menticirrhus ophicephalus,Vtg2,216.5836448,
Menticirrhus ophicephalus,Vtg2,197.3986479,
Menticirrhus ophicephalus,Vtg2,191.3143207,
Menticirrhus ophicephalus,Vtg2,228.7182737,
Menticirrhus ophicephalus,Vtg2,163.9262234,
Menticirrhus ophicephalus,Vtg2,184.1447109,
Menticirrhus ophicephalus,Vtg2,266.3186545,
Menticirrhus ophicephalus,Vtg2,172.5956458,
Menticirrhus ophicephalus,Vtg2,205.0464489,
Menticirrhus ophicephalus,Vtg2,217.1102682,
Menticirrhus ophicephalus,Vtg2,133.7229157,
Menticirrhus ophicephalus,Vtg2,119.2880883,
Menticirrhus ophicephalus,Vtg2,196.4130959,
Menticirrhus ophicephalus,Vtg2,224.373761,
Menticirrhus ophicephalus,Vtg2,113.8484537,
Menticirrhus ophicephalus,Vtg2,188.7433399,
Menticirrhus ophicephalus,Vtg2,184.5926373,
Menticirrhus ophicephalus,Vtg2,256.6966214,
Menticirrhus ophicephalus,Vtg2,217.5293815,
Menticirrhus ophicephalus,Vtg2,186.6744602,
Menticirrhus ophicephalus,Vtg2,194.4263877,
Menticirrhus ophicephalus,Vtg2,247.6940903,
Menticirrhus ophicephalus,Vtg2,196.7052136,
Menticirrhus ophicephalus,Vtg2,196.7453136,
Menticirrhus ophicephalus,Vtg2,166.7258625,
Menticirrhus ophicephalus,Vtg2,199.8295884,
Menticirrhus ophicephalus,Vtg2,203.2863599,
Menticirrhus ophicephalus,Vtg2,225.1773248,
Menticirrhus ophicephalus,Vtg2,177.6239071,
Menticirrhus ophicephalus,Vtg2,220.5431095,
Menticirrhus ophicephalus,Vtg2,171.5392275,
Menticirrhus ophicephalus,Vtg2,215.9685138,
Menticirrhus ophicephalus,Vtg2,202.6915544,
Menticirrhus ophicephalus,Vtg2,169.4973464,
Menticirrhus ophicephalus,Vtg2,174.1409445,
Menticirrhus ophicephalus,Vtg2,184.8512126,
Menticirrhus ophicephalus,Vtg2,156.7640237,
Menticirrhus ophicephalus,Vtg2,190.2770971,
Menticirrhus ophicephalus,Vtg2,220.9886309,
Menticirrhus ophicephalus,Vtg2,290.159124,
Menticirrhus ophicephalus,Vtg2,191.0622835,
Menticirrhus ophicephalus,Vtg2,213.0248672,
Menticirrhus ophicephalus,Vtg2,220.3501424,
Menticirrhus ophicephalus,Vtg3,383.522923,
Menticirrhus ophicephalus,Vtg3,483.0615916,
Menticirrhus ophicephalus,Vtg3,453.0828878,
Menticirrhus ophicephalus,Vtg3,349.1162331,
Menticirrhus ophicephalus,Vtg3,413.4082351,
Menticirrhus ophicephalus,Vtg3,463.297304,
Menticirrhus ophicephalus,Vtg3,405.1738434,
Menticirrhus ophicephalus,Vtg3,402.7233378,
Menticirrhus ophicephalus,Vtg3,384.4128291,
Menticirrhus ophicephalus,Vtg3,364.2803477,
Menticirrhus ophicephalus,Vtg3,467.0989499,
Menticirrhus ophicephalus,Vtg3,497.7180964,
Menticirrhus ophicephalus,Vtg3,420.1266919,
Menticirrhus ophicephalus,Vtg3,399.6734102,
Menticirrhus ophicephalus,Vtg3,509.5590151,
Menticirrhus ophicephalus,Vtg3,419.05761,
Menticirrhus ophicephalus,Vtg3,430.2940046,
Menticirrhus ophicephalus,Vtg3,454.5671943,
Menticirrhus ophicephalus,Vtg3,363.0930054,
Menticirrhus ophicephalus,Vtg3,391.5034443,
Menticirrhus ophicephalus,Vtg3,393.0942558,
Menticirrhus ophicephalus,Vtg3,389.3920333,
Menticirrhus ophicephalus,Vtg3,459.7267708,
Menticirrhus ophicephalus,Vtg3,311.7805796,
Menticirrhus ophicephalus,Vtg3,442.3500325,
Menticirrhus ophicephalus,Vtg3,491.0919955,
Menticirrhus ophicephalus,Vtg3,428.8136507,
Menticirrhus ophicephalus,Vtg3,410.8543416,
Menticirrhus ophicephalus,Vtg3,375.4092141,
Menticirrhus ophicephalus,Vtg3,454.0377567,
Menticirrhus ophicephalus,Vtg3,344.7374756,
Menticirrhus ophicephalus,Vtg3,437.0354549,
Menticirrhus ophicephalus,Vtg3,380.102413,
Menticirrhus ophicephalus,Vtg3,515.6330947,
Menticirrhus ophicephalus,Vtg3,463.5628638,
Menticirrhus ophicephalus,Vtg3,447.6553327,
Menticirrhus ophicephalus,Vtg3,433.6316185,
Menticirrhus ophicephalus,Vtg3,390.8603246,
Menticirrhus ophicephalus,Vtg3,481.4646763,
Menticirrhus ophicephalus,Vtg3,469.5728461,
Menticirrhus ophicephalus,Vtg3,404.4442907,
Menticirrhus ophicephalus,Vtg3,388.734138,
Menticirrhus ophicephalus,Vtg3,417.5288764,
Menticirrhus ophicephalus,Vtg3,449.9925646,
Menticirrhus ophicephalus,Vtg3,374.2185297,
Menticirrhus ophicephalus,Vtg3,438.10553,
Menticirrhus ophicephalus,Vtg3,309.7329209,
Menticirrhus ophicephalus,Vtg3,393.7368411,
Menticirrhus ophicephalus,Vtg3,385.9008376,
Menticirrhus ophicephalus,Vtg3,453.537018,
Menticirrhus ophicephalus,Vtg4,589.9929053,
Menticirrhus ophicephalus,Vtg4,555.6561819,
Menticirrhus ophicephalus,Vtg4,525.4847449,
Menticirrhus ophicephalus,Vtg4,635.3657988,
Menticirrhus ophicephalus,Vtg4,547.1296112,
Menticirrhus ophicephalus,Vtg4,557.5600558,
Menticirrhus ophicephalus,Vtg4,635.0519774,
Menticirrhus ophicephalus,Vtg4,578.0452096,
Menticirrhus ophicephalus,Vtg4,532.9521107,
Menticirrhus ophicephalus,Vtg4,666.9474804,
Menticirrhus ophicephalus,Vtg4,493.4901004,
Menticirrhus ophicephalus,Vtg4,549.116909,
Menticirrhus ophicephalus,Vtg4,643.4596792,
Menticirrhus ophicephalus,Vtg4,670.9626707,
Menticirrhus ophicephalus,Vtg4,699.8939372,
Menticirrhus ophicephalus,Vtg4,533.8459239,
Menticirrhus ophicephalus,Vtg4,516.468561,
Menticirrhus ophicephalus,Vtg4,460.7741188,
Menticirrhus ophicephalus,Vtg4,706.9466102,
Menticirrhus ophicephalus,Vtg4,503.3527868,
Menticirrhus ophicephalus,Vtg4,580.4811517,
Menticirrhus ophicephalus,Vtg4,595.5441638,
Menticirrhus ophicephalus,Vtg4,623.3181672,
Menticirrhus ophicephalus,Vtg4,586.821184,
Menticirrhus ophicephalus,Vtg4,408.5415885,
Menticirrhus ophicephalus,Vtg4,617.5238752,
Menticirrhus ophicephalus,Vtg4,586.8541732,
Menticirrhus ophicephalus,Vtg4,581.1488672,
Menticirrhus ophicephalus,Vtg4,506.2690139,
Menticirrhus ophicephalus,Vtg4,621.0992485,
Menticirrhus ophicephalus,Vtg4,650.4069011,
Menticirrhus ophicephalus,Vtg4,587.4769443,
Menticirrhus ophicephalus,Vtg4,578.3988419,
Menticirrhus ophicephalus,Vtg4,612.6283247,
Menticirrhus ophicephalus,Vtg4,582.1089467,
Menticirrhus ophicephalus,Vtg4,579.5920097,
Menticirrhus ophicephalus,Vtg4,453.2136637,
Menticirrhus ophicephalus,Vtg4,658.8368232,
Menticirrhus ophicephalus,Vtg4,588.4920314,
Menticirrhus ophicephalus,Vtg4,585.8784811,
Menticirrhus ophicephalus,Vtg4,694.1395655,
Menticirrhus ophicephalus,Vtg4,534.3874121,
Menticirrhus ophicephalus,Vtg4,618.8088493,
Menticirrhus ophicephalus,Vtg4,590.6968156,
Menticirrhus ophicephalus,Vtg4,548.5983035,
Menticirrhus ophicephalus,Vtg4,545.4817536,
Menticirrhus ophicephalus,Vtg4,475.7372774,
Menticirrhus ophicephalus,Vtg4,591.5363334,
Menticirrhus ophicephalus,Vtg4,382.0156853,
Menticirrhus ophicephalus,Vtg4,607.186302,
Menticirrhus ophicephalus,GVM,701.7281645,
Menticirrhus ophicephalus,GVM,670.9766597,
Menticirrhus ophicephalus,GVM,559.2248809,
Menticirrhus ophicephalus,GVM,590.2624647,
Menticirrhus ophicephalus,GVM,763.6767267,
Menticirrhus ophicephalus,GVM,648.8140152,
Menticirrhus ophicephalus,GVM,706.398095,
Menticirrhus ophicephalus,GVM,680.2888702,
Menticirrhus ophicephalus,GVM,716.3169091,
Menticirrhus ophicephalus,GVM,603.5484671,
Menticirrhus ophicephalus,GVM,647.5583017,
Menticirrhus ophicephalus,GVM,531.1604651,
Menticirrhus ophicephalus,GVM,701.3766171,
Menticirrhus ophicephalus,GVM,662.6405709,
Menticirrhus ophicephalus,GVM,679.4466773,
Menticirrhus ophicephalus,GVM,730.6848496,
Menticirrhus ophicephalus,GVM,703.1306538,
Menticirrhus ophicephalus,GVM,813.1369307,
Menticirrhus ophicephalus,GVM,732.4817772,
Menticirrhus ophicephalus,GVM,655.521043,
Menticirrhus ophicephalus,GVM,666.1718623,
Menticirrhus ophicephalus,GVM,815.8159784,
Menticirrhus ophicephalus,GVM,716.1799883,
Menticirrhus ophicephalus,GVM,725.1177064,
Menticirrhus ophicephalus,GVM,731.9476764,
Menticirrhus ophicephalus,GVM,614.9089198,
Menticirrhus ophicephalus,GVM,772.2293127,
Menticirrhus ophicephalus,GVM,518.8719202,
Menticirrhus ophicephalus,GVM,740.3028241,
Menticirrhus ophicephalus,GVM,861.0415315,
Menticirrhus ophicephalus,GVM,639.3409444,
Menticirrhus ophicephalus,GVM,669.6909788,
Menticirrhus ophicephalus,GVM,707.8643903,
Menticirrhus ophicephalus,GVM,634.6299275,
Menticirrhus ophicephalus,GVM,719.0347572,
Menticirrhus ophicephalus,GVM,665.8048751,
Menticirrhus ophicephalus,GVM,751.2437281,
Menticirrhus ophicephalus,GVM,859.6049271,
Menticirrhus ophicephalus,GVM,581.1950459,
Menticirrhus ophicephalus,GVM,644.0996721,
Menticirrhus ophicephalus,GVM,742.658363,
Menticirrhus ophicephalus,GVM,718.3519452,
Menticirrhus ophicephalus,GVM,687.6843781,
Menticirrhus ophicephalus,GVM,648.2565797,
Menticirrhus ophicephalus,GVM,699.2488179,
Menticirrhus ophicephalus,GVM,699.2790341,
Menticirrhus ophicephalus,GVM,729.8998491,
Menticirrhus ophicephalus,GVM,702.8742763,
Menticirrhus ophicephalus,GVM,675.3165185,
Menticirrhus ophicephalus,GVM,566.6452073,
Menticirrhus ophicephalus,Hyd,810.912616,
Menticirrhus ophicephalus,Hyd,750.2079632,
Menticirrhus ophicephalus,Hyd,777.5846391,
Menticirrhus ophicephalus,Hyd,652.8274286,
Menticirrhus ophicephalus,Hyd,690.1294729,
Menticirrhus ophicephalus,Hyd,830.3348412,
Menticirrhus ophicephalus,Hyd,741.7725914,
Menticirrhus ophicephalus,Hyd,707.8321681,
Menticirrhus ophicephalus,Hyd,633.130977,
Menticirrhus ophicephalus,Hyd,650.9933726,
Menticirrhus ophicephalus,Hyd,655.7907673,
Menticirrhus ophicephalus,Hyd,734.3914039,
Menticirrhus ophicephalus,Hyd,866.8546424,
Menticirrhus ophicephalus,Hyd,756.474383,
Menticirrhus ophicephalus,Hyd,664.4016047,
Menticirrhus ophicephalus,Hyd,748.0677854,
Menticirrhus ophicephalus,Hyd,781.8175986,
Menticirrhus ophicephalus,Hyd,659.7290242,
Menticirrhus ophicephalus,Hyd,640.2527481,
Menticirrhus ophicephalus,Hyd,855.3643477,
Menticirrhus ophicephalus,Hyd,799.8814839,
Menticirrhus ophicephalus,Hyd,778.4373329,
Menticirrhus ophicephalus,Hyd,695.4224814,
Menticirrhus ophicephalus,Hyd,770.0928442,
Menticirrhus ophicephalus,Hyd,869.1235134,
Menticirrhus ophicephalus,Hyd,708.2887808,
Menticirrhus ophicephalus,Hyd,879.1951101,
Menticirrhus ophicephalus,Hyd,675.9630859,
Menticirrhus ophicephalus,Hyd,869.5349267,
Menticirrhus ophicephalus,Hyd,809.0786903,
Menticirrhus ophicephalus,Hyd,670.2136119,
Menticirrhus ophicephalus,Hyd,745.3781094,
Menticirrhus ophicephalus,Hyd,766.555767,
Menticirrhus ophicephalus,Hyd,631.1680814,
Menticirrhus ophicephalus,Hyd,787.5712898,
Menticirrhus ophicephalus,Hyd,797.5947744,
Menticirrhus ophicephalus,Hyd,967.1952302,
Menticirrhus ophicephalus,Hyd,836.544594,
Menticirrhus ophicephalus,Hyd,827.4964606,
Menticirrhus ophicephalus,Hyd,937.7379486,
Menticirrhus ophicephalus,Hyd,788.2422403,
Menticirrhus ophicephalus,Hyd,811.354585,
Menticirrhus ophicephalus,Hyd,759.9513369,
Menticirrhus ophicephalus,Hyd,847.9904668,
Menticirrhus ophicephalus,Hyd,867.8238034,
Menticirrhus ophicephalus,Hyd,798.5844539,
Menticirrhus ophicephalus,Hyd,661.7816088,
Menticirrhus ophicephalus,Hyd,536.8707743,
Menticirrhus ophicephalus,Hyd,792.5388963,
Menticirrhus ophicephalus,Hyd,650.1467615,x
Paralonchurus peruanus,Pg1,52.60915425,
Paralonchurus peruanus,Pg1,39.13843208,
Paralonchurus peruanus,Pg1,41.40083945,
Paralonchurus peruanus,Pg1,51.7343981,
Paralonchurus peruanus,Pg1,27.62149587,
Paralonchurus peruanus,Pg1,66.3895519,
Paralonchurus peruanus,Pg1,22.61906408,
Paralonchurus peruanus,Pg1,45.46306954,
Paralonchurus peruanus,Pg1,53.13691016,
Paralonchurus peruanus,Pg1,32.60912421,
Paralonchurus peruanus,Pg1,37.74022569,
Paralonchurus peruanus,Pg1,47.13469311,
Paralonchurus peruanus,Pg1,41.7389231,
Paralonchurus peruanus,Pg1,29.59940195,
Paralonchurus peruanus,Pg1,50.80171354,
Paralonchurus peruanus,Pg1,58.30676071,
Paralonchurus peruanus,Pg1,31.73799626,
Paralonchurus peruanus,Pg1,40.04881099,
Paralonchurus peruanus,Pg1,51.77404162,
Paralonchurus peruanus,Pg1,47.17466027,
Paralonchurus peruanus,Pg1,32.39414868,
Paralonchurus peruanus,Pg1,35.44687567,
Paralonchurus peruanus,Pg1,23.10720316,
Paralonchurus peruanus,Pg1,60.67147766,
Paralonchurus peruanus,Pg1,48.48177577,
Paralonchurus peruanus,Pg1,24.6034543,
Paralonchurus peruanus,Pg1,40.98969633,
Paralonchurus peruanus,Pg1,53.99716938,
Paralonchurus peruanus,Pg1,34.0532848,
Paralonchurus peruanus,Pg1,33.14288507,
Paralonchurus peruanus,Pg1,26.07009854,
Paralonchurus peruanus,Pg1,26.28928101,
Paralonchurus peruanus,Pg1,33.05774874,
Paralonchurus peruanus,Pg1,52.4870626,
Paralonchurus peruanus,Pg1,29.70140026,
Paralonchurus peruanus,Pg1,58.2343614,
Paralonchurus peruanus,Pg1,45.93733582,
Paralonchurus peruanus,Pg1,34.54578741,
Paralonchurus peruanus,Pg1,28.77227607,
Paralonchurus peruanus,Pg1,29.07221382,
Paralonchurus peruanus,Pg1,27.70314386,
Paralonchurus peruanus,Pg1,48.0225647,
Paralonchurus peruanus,Pg1,45.89175241,
Paralonchurus peruanus,Pg1,45.03681316,
Paralonchurus peruanus,Pg1,36.39424772,
Paralonchurus peruanus,Pg1,26.73157146,
Paralonchurus peruanus,Pg1,19.31260422,
Paralonchurus peruanus,Pg1,37.32554981,
Paralonchurus peruanus,Pg1,58.88218572,
Paralonchurus peruanus,Pg1,42.60518457,
Paralonchurus peruanus,Pg2,82.11002954,
Paralonchurus peruanus,Pg2,69.73785333,
Paralonchurus peruanus,Pg2,73.87180395,
Paralonchurus peruanus,Pg2,50.41896812,
Paralonchurus peruanus,Pg2,91.76056341,
Paralonchurus peruanus,Pg2,66.50842062,
Paralonchurus peruanus,Pg2,51.60776851,
Paralonchurus peruanus,Pg2,72.12543137,
Paralonchurus peruanus,Pg2,68.19752405,
Paralonchurus peruanus,Pg2,54.76092911,
Paralonchurus peruanus,Pg2,54.90996368,
Paralonchurus peruanus,Pg2,61.77704239,
Paralonchurus peruanus,Pg2,33.22417679,
Paralonchurus peruanus,Pg2,77.20627135,
Paralonchurus peruanus,Pg2,68.38182722,
Paralonchurus peruanus,Pg2,98.970556,
Paralonchurus peruanus,Pg2,46.77869399,
Paralonchurus peruanus,Pg2,69.21455078,
Paralonchurus peruanus,Pg2,98.25277791,
Paralonchurus peruanus,Pg2,39.5489298,
Paralonchurus peruanus,Pg2,62.15861939,
Paralonchurus peruanus,Pg2,67.82094279,
Paralonchurus peruanus,Pg2,72.68334732,
Paralonchurus peruanus,Pg2,78.46577962,
Paralonchurus peruanus,Pg2,82.48646106,
Paralonchurus peruanus,Pg2,80.50592899,
Paralonchurus peruanus,Pg2,38.35336711,
Paralonchurus peruanus,Pg2,85.16281133,
Paralonchurus peruanus,Pg2,91.84757941,
Paralonchurus peruanus,Pg2,78.25736812,
Paralonchurus peruanus,Pg2,62.89785286,
Paralonchurus peruanus,Pg2,82.19312708,
Paralonchurus peruanus,Pg2,60.14083884,
Paralonchurus peruanus,Pg2,65.59498888,
Paralonchurus peruanus,Pg2,78.79481784,
Paralonchurus peruanus,Pg2,56.37409431,
Paralonchurus peruanus,Pg2,74.07461896,
Paralonchurus peruanus,Pg2,75.76009641,
Paralonchurus peruanus,Pg2,48.37882985,
Paralonchurus peruanus,Pg2,94.01568984,
Paralonchurus peruanus,Pg2,60.38746553,
Paralonchurus peruanus,Pg2,59.20954756,
Paralonchurus peruanus,Pg2,73.42869867,
Paralonchurus peruanus,Pg2,69.26522005,
Paralonchurus peruanus,Pg2,74.87765039,
Paralonchurus peruanus,Pg2,76.04975425,
Paralonchurus peruanus,Pg2,87.27567428,
Paralonchurus peruanus,Pg2,60.80117009,
Paralonchurus peruanus,Pg2,98.17151136,
Paralonchurus peruanus,Pg2,41.18842277,
Paralonchurus peruanus,CA,120.2782863,
Paralonchurus peruanus,CA,120.8080377,
Paralonchurus peruanus,CA,96.21715784,
Paralonchurus peruanus,CA,126.4923988,
Paralonchurus peruanus,CA,85.20495826,
Paralonchurus peruanus,CA,72.06016504,
Paralonchurus peruanus,CA,129.4577643,
Paralonchurus peruanus,CA,95.92043263,
Paralonchurus peruanus,CA,97.15178822,
Paralonchurus peruanus,CA,141.3543079,
Paralonchurus peruanus,CA,77.11538243,
Paralonchurus peruanus,CA,104.5146327,
Paralonchurus peruanus,CA,80.29642262,
Paralonchurus peruanus,CA,111.2963757,
Paralonchurus peruanus,CA,76.78734706,
Paralonchurus peruanus,CA,91.17492653,
Paralonchurus peruanus,CA,120.393111,
Paralonchurus peruanus,CA,104.3713639,
Paralonchurus peruanus,CA,124.4502533,
Paralonchurus peruanus,CA,95.80341375,
Paralonchurus peruanus,CA,82.54010206,
Paralonchurus peruanus,CA,107.3636744,
Paralonchurus peruanus,CA,102.4088968,
Paralonchurus peruanus,CA,46.23203569,
Paralonchurus peruanus,CA,150.5299802,
Paralonchurus peruanus,CA,118.5759049,
Paralonchurus peruanus,CA,86.34410274,
Paralonchurus peruanus,CA,107.4032088,
Paralonchurus peruanus,CA,116.663475,
Paralonchurus peruanus,CA,139.9847695,
Paralonchurus peruanus,CA,97.23616303,
Paralonchurus peruanus,CA,93.51927146,
Paralonchurus peruanus,CA,68.34905244,
Paralonchurus peruanus,CA,78.86360367,
Paralonchurus peruanus,CA,61.50901776,
Paralonchurus peruanus,CA,81.39834932,
Paralonchurus peruanus,CA,90.88324049,
Paralonchurus peruanus,CA,108.3802504,
Paralonchurus peruanus,CA,71.9313121,
Paralonchurus peruanus,CA,98.60784046,
Paralonchurus peruanus,CA,83.63433658,
Paralonchurus peruanus,CA,101.5381323,
Paralonchurus peruanus,CA,52.67458423,
Paralonchurus peruanus,CA,108.2444325,
Paralonchurus peruanus,CA,79.40755411,
Paralonchurus peruanus,CA,84.40299777,
Paralonchurus peruanus,CA,78.50661157,
Paralonchurus peruanus,CA,115.5158544,
Paralonchurus peruanus,CA,97.42318801,
Paralonchurus peruanus,CA,46.80002182,
Paralonchurus peruanus,Vtg1,220.7954399,
Paralonchurus peruanus,Vtg1,195.9064748,
Paralonchurus peruanus,Vtg1,164.9558307,
Paralonchurus peruanus,Vtg1,189.7756318,
Paralonchurus peruanus,Vtg1,205.3421735,
Paralonchurus peruanus,Vtg1,126.3308008,
Paralonchurus peruanus,Vtg1,173.8203153,
Paralonchurus peruanus,Vtg1,120.2416131,
Paralonchurus peruanus,Vtg1,170.1403864,
Paralonchurus peruanus,Vtg1,158.6946084,
Paralonchurus peruanus,Vtg1,178.63312,
Paralonchurus peruanus,Vtg1,127.4243218,
Paralonchurus peruanus,Vtg1,109.7038553,
Paralonchurus peruanus,Vtg1,221.185671,
Paralonchurus peruanus,Vtg1,207.6017827,
Paralonchurus peruanus,Vtg1,133.0690659,
Paralonchurus peruanus,Vtg1,161.2586263,
Paralonchurus peruanus,Vtg1,174.4060683,
Paralonchurus peruanus,Vtg1,164.5030382,
Paralonchurus peruanus,Vtg1,200.1020995,
Paralonchurus peruanus,Vtg1,186.2656578,
